[as, a]	8.0	0.001885014137606032
[as, many]	2.0	4.71253534401508E-4
[as, to]	2.0	4.71253534401508E-4
[as, they]	1.0	2.35626767200754E-4
[as, soon]	1.0	2.35626767200754E-4
[as, confirm]	1.0	2.35626767200754E-4
[as, say]	1.0	2.35626767200754E-4
[as, tamoxifen]	1.0	2.35626767200754E-4
[as, early]	1.0	2.35626767200754E-4
[as, anastrozole]	1.0	2.35626767200754E-4
[as, possible]	1.0	2.35626767200754E-4
[as, well]	2.0	4.71253534401508E-4
[as, bulky]	1.0	2.35626767200754E-4
[as, erb]	1.0	2.35626767200754E-4
[as, 20]	2.0	4.71253534401508E-4
[as, genetics]	1.0	2.35626767200754E-4
[more, potent]	2.0	4.71253534401508E-4
[more, recurrence]	1.0	2.35626767200754E-4
[more, than]	2.0	4.71253534401508E-4
[more, at]	1.0	2.35626767200754E-4
[more, effective]	1.0	2.35626767200754E-4
[more, dense]	1.0	2.35626767200754E-4
[potent, way]	2.0	4.71253534401508E-4
[way, for]	2.0	4.71253534401508E-4
[way, should]	1.0	2.35626767200754E-4
[for, a]	2.0	4.71253534401508E-4
[for, many]	2.0	4.71253534401508E-4
[for, breast]	5.0	0.00117813383600377
[for, they]	1.0	2.35626767200754E-4
[for, the]	4.0	9.42507068803016E-4
[for, develop]	1.0	2.35626767200754E-4
[for, some]	1.0	2.35626767200754E-4
[for, this]	1.0	2.35626767200754E-4
[for, five]	2.0	4.71253534401508E-4
[for, year]	1.0	2.35626767200754E-4
[for, early]	1.0	2.35626767200754E-4
[for, treatment]	1.0	2.35626767200754E-4
[for, known]	1.0	2.35626767200754E-4
[for, oral]	1.0	2.35626767200754E-4
[for, disease]	1.0	2.35626767200754E-4
[for, genetic]	1.0	2.35626767200754E-4
[for, dna]	1.0	2.35626767200754E-4
[for, such]	1.0	2.35626767200754E-4
[for, heart]	1.0	2.35626767200754E-4
[for, 10]	1.0	2.35626767200754E-4
[for, instance]	1.0	2.35626767200754E-4
[many, as]	2.0	4.71253534401508E-4
[many, breast]	6.0	0.001413760603204524
[breast, cancer]	132.0	0.03110273327049953
[breast, or]	2.0	4.71253534401508E-4
[breast, be]	1.0	2.35626767200754E-4
[breast, and]	1.0	2.35626767200754E-4
[breast, -lrb-]	1.0	2.35626767200754E-4
[breast, oncology]	1.0	2.35626767200754E-4
[breast, tissue]	3.0	7.06880301602262E-4
[breast, test]	1.0	2.35626767200754E-4
[breast, medical]	1.0	2.35626767200754E-4
[breast, disease]	1.0	2.35626767200754E-4
[cancer, a]	4.0	9.42507068803016E-4
[cancer, patient]	22.0	0.0051837888784165885
[cancer, to]	1.0	2.35626767200754E-4
[cancer, significantly]	1.0	2.35626767200754E-4
[cancer, risk]	4.0	9.42507068803016E-4
[cancer, researcher]	2.0	4.71253534401508E-4
[cancer, from]	1.0	2.35626767200754E-4
[cancer, also]	1.0	2.35626767200754E-4
[cancer, that]	1.0	2.35626767200754E-4
[cancer, in]	6.0	0.001413760603204524
[cancer, or]	1.0	2.35626767200754E-4
[cancer, have]	2.0	4.71253534401508E-4
[cancer, spread]	1.0	2.35626767200754E-4
[cancer, be]	6.0	0.001413760603204524
[cancer, by]	2.0	4.71253534401508E-4
[cancer, should]	1.0	2.35626767200754E-4
[cancer, and]	5.0	0.00117813383600377
[cancer, but]	3.0	7.06880301602262E-4
[cancer, say]	2.0	4.71253534401508E-4
[cancer, this]	1.0	2.35626767200754E-4
[cancer, institute]	5.0	0.00117813383600377
[cancer, carry]	2.0	4.71253534401508E-4
[cancer, start]	1.0	2.35626767200754E-4
[cancer, who]	1.0	2.35626767200754E-4
[cancer, we]	1.0	2.35626767200754E-4
[cancer, research]	1.0	2.35626767200754E-4
[cancer, earlier]	1.0	2.35626767200754E-4
[cancer, society]	2.0	4.71253534401508E-4
[cancer, cell]	4.0	9.42507068803016E-4
[cancer, u.s.]	2.0	4.71253534401508E-4
[cancer, because]	1.0	2.35626767200754E-4
[cancer, like]	1.0	2.35626767200754E-4
[cancer, sign]	1.0	2.35626767200754E-4
[cancer, center]	2.0	4.71253534401508E-4
[cancer, gene]	2.0	4.71253534401508E-4
[cancer, he]	1.0	2.35626767200754E-4
[cancer, medicine]	6.0	0.001413760603204524
[cancer, lung]	1.0	2.35626767200754E-4
[cancer, prostate]	1.0	2.35626767200754E-4
[cancer, liver]	1.0	2.35626767200754E-4
[cancer, ovary]	1.0	2.35626767200754E-4
[cancer, accord]	4.0	9.42507068803016E-4
[cancer, compare]	2.0	4.71253534401508E-4
[cancer, family]	1.0	2.35626767200754E-4
[cancer, incidence]	1.0	2.35626767200754E-4
[cancer, heart]	1.0	2.35626767200754E-4
[cancer, undergo]	1.0	2.35626767200754E-4
[cancer, return]	1.0	2.35626767200754E-4
[cancer, translational]	1.0	2.35626767200754E-4
[cancer, cristofanilli]	1.0	2.35626767200754E-4
[cancer, although]	1.0	2.35626767200754E-4
[cancer, case]	2.0	4.71253534401508E-4
[patient, for]	1.0	2.35626767200754E-4
[patient, to]	2.0	4.71253534401508E-4
[patient, the]	1.0	2.35626767200754E-4
[patient, from]	1.0	2.35626767200754E-4
[patient, will]	1.0	2.35626767200754E-4
[patient, in]	2.0	4.71253534401508E-4
[patient, and]	1.0	2.35626767200754E-4
[patient, but]	1.0	2.35626767200754E-4
[patient, say]	1.0	2.35626767200754E-4
[patient, might]	1.0	2.35626767200754E-4
[patient, whose]	1.0	2.35626767200754E-4
[patient, with]	2.0	4.71253534401508E-4
[patient, who]	2.0	4.71253534401508E-4
[patient, than]	1.0	2.35626767200754E-4
[patient, at]	2.0	4.71253534401508E-4
[patient, 's]	1.0	2.35626767200754E-4
[patient, whang-peng]	1.0	2.35626767200754E-4
[patient, avoid]	2.0	4.71253534401508E-4
[patient, actually]	1.0	2.35626767200754E-4
[to, a]	6.0	0.001413760603204524
[to, breast]	1.0	2.35626767200754E-4
[to, cancer]	1.0	2.35626767200754E-4
[to, significantly]	2.0	4.71253534401508E-4
[to, the]	6.0	0.001413760603204524
[to, finding]	1.0	2.35626767200754E-4
[to, study]	1.0	2.35626767200754E-4
[to, sharply]	1.0	2.35626767200754E-4
[to, reduce]	3.0	7.06880301602262E-4
[to, develop]	2.0	4.71253534401508E-4
[to, have]	3.0	7.06880301602262E-4
[to, be]	8.0	0.001885014137606032
[to, woman]	1.0	2.35626767200754E-4
[to, treat]	1.0	2.35626767200754E-4
[to, use]	3.0	7.06880301602262E-4
[to, start]	1.0	2.35626767200754E-4
[to, arimidex]	1.0	2.35626767200754E-4
[to, know]	1.0	2.35626767200754E-4
[to, prevent]	1.0	2.35626767200754E-4
[to, 50]	1.0	2.35626767200754E-4
[to, we]	1.0	2.35626767200754E-4
[to, offer]	1.0	2.35626767200754E-4
[to, die]	1.0	2.35626767200754E-4
[to, what]	2.0	4.71253534401508E-4
[to, see]	2.0	4.71253534401508E-4
[to, rush]	1.0	2.35626767200754E-4
[to, judgment]	1.0	2.35626767200754E-4
[to, make]	1.0	2.35626767200754E-4
[to, detect]	1.0	2.35626767200754E-4
[to, high-risk]	1.0	2.35626767200754E-4
[to, flush]	1.0	2.35626767200754E-4
[to, test]	2.0	4.71253534401508E-4
[to, screen]	1.0	2.35626767200754E-4
[to, 39]	1.0	2.35626767200754E-4
[to, known]	1.0	2.35626767200754E-4
[to, advance]	1.0	2.35626767200754E-4
[to, support]	1.0	2.35626767200754E-4
[to, help]	3.0	7.06880301602262E-4
[to, evaluate]	1.0	2.35626767200754E-4
[to, trigger]	1.0	2.35626767200754E-4
[to, repair]	2.0	4.71253534401508E-4
[to, publish]	1.0	2.35626767200754E-4
[to, protect]	1.0	2.35626767200754E-4
[to, identify]	1.0	2.35626767200754E-4
[to, clearly]	1.0	2.35626767200754E-4
[to, choose]	1.0	2.35626767200754E-4
[to, individualize]	1.0	2.35626767200754E-4
[to, undergo]	1.0	2.35626767200754E-4
[to, 1989]	1.0	2.35626767200754E-4
[to, obtain]	1.0	2.35626767200754E-4
[to, menendez]	1.0	2.35626767200754E-4
[to, 10]	1.0	2.35626767200754E-4
[to, herceptin]	1.0	2.35626767200754E-4
[to, prolong]	1.0	2.35626767200754E-4
[to, 46]	1.0	2.35626767200754E-4
[to, cold]	1.0	2.35626767200754E-4
[to, 1,088]	1.0	2.35626767200754E-4
[to, 70]	1.0	2.35626767200754E-4
[significantly, cut]	2.0	4.71253534401508E-4
[significantly, down-regulate]	1.0	2.35626767200754E-4
[cut, they]	2.0	4.71253534401508E-4
[cut, the]	3.0	7.06880301602262E-4
[cut, it]	1.0	2.35626767200754E-4
[they, breast]	2.0	4.71253534401508E-4
[they, risk]	6.0	0.001413760603204524
[they, find]	3.0	7.06880301602262E-4
[they, have]	2.0	4.71253534401508E-4
[they, be]	4.0	9.42507068803016E-4
[they, complete]	1.0	2.35626767200754E-4
[they, say]	3.0	7.06880301602262E-4
[they, remain]	2.0	4.71253534401508E-4
[they, do]	3.0	7.06880301602262E-4
[they, right]	1.0	2.35626767200754E-4
[they, could]	1.0	2.35626767200754E-4
[they, definitely]	1.0	2.35626767200754E-4
[they, write]	1.0	2.35626767200754E-4
[they, paper]	1.0	2.35626767200754E-4
[they, body]	1.0	2.35626767200754E-4
[they, tumour]	1.0	2.35626767200754E-4
[risk, of]	32.0	0.007540056550424128
[risk, they]	1.0	2.35626767200754E-4
[risk, have]	1.0	2.35626767200754E-4
[risk, by]	1.0	2.35626767200754E-4
[risk, -rrb-]	1.0	2.35626767200754E-4
[risk, factor]	1.0	2.35626767200754E-4
[risk, group]	1.0	2.35626767200754E-4
[risk, he]	1.0	2.35626767200754E-4
[risk, santella]	1.0	2.35626767200754E-4
[risk, significant]	1.0	2.35626767200754E-4
[risk, decline]	1.0	2.35626767200754E-4
[recurrence, of]	1.0	2.35626767200754E-4
[recurrence, risk]	1.0	2.35626767200754E-4
[recurrence, researcher]	2.0	4.71253534401508E-4
[recurrence, by]	1.0	2.35626767200754E-4
[recurrence, than]	2.0	4.71253534401508E-4
[recurrence, within]	1.0	2.35626767200754E-4
[researcher, show]	1.0	2.35626767200754E-4
[researcher, report]	4.0	9.42507068803016E-4
[researcher, from]	1.0	2.35626767200754E-4
[researcher, develop]	1.0	2.35626767200754E-4
[researcher, have]	6.0	0.001413760603204524
[researcher, recommend]	1.0	2.35626767200754E-4
[researcher, say]	8.0	0.001885014137606032
[researcher, can]	1.0	2.35626767200754E-4
[researcher, at]	4.0	9.42507068803016E-4
[researcher, dr.]	1.0	2.35626767200754E-4
[researcher, original]	1.0	2.35626767200754E-4
[researcher, write]	1.0	2.35626767200754E-4
[report, wednesday]	2.0	4.71253534401508E-4
[report, that]	1.0	2.35626767200754E-4
[report, in]	2.0	4.71253534401508E-4
[report, datum]	1.0	2.35626767200754E-4
[report, tuesday]	4.0	9.42507068803016E-4
[wednesday, 's]	1.0	2.35626767200754E-4
[wednesday, establish]	2.0	4.71253534401508E-4
[the, new]	4.0	9.42507068803016E-4
[the, drug]	2.0	4.71253534401508E-4
[the, more]	1.0	2.35626767200754E-4
[the, breast]	2.0	4.71253534401508E-4
[the, cancer]	3.0	7.06880301602262E-4
[the, patient]	1.0	2.35626767200754E-4
[the, risk]	20.0	0.00471253534401508
[the, recurrence]	1.0	2.35626767200754E-4
[the, researcher]	6.0	0.001413760603204524
[the, latest]	1.0	2.35626767200754E-4
[the, finding]	4.0	9.42507068803016E-4
[the, study]	16.0	0.003770028275212064
[the, chance]	1.0	2.35626767200754E-4
[the, other]	2.0	4.71253534401508E-4
[the, result]	3.0	7.06880301602262E-4
[the, most]	1.0	2.35626767200754E-4
[the, woman]	3.0	7.06880301602262E-4
[the, standard]	3.0	7.06880301602262E-4
[the, first]	5.0	0.00117813383600377
[the, older]	1.0	2.35626767200754E-4
[the, role]	3.0	7.06880301602262E-4
[the, benefit]	3.0	7.06880301602262E-4
[the, national]	12.0	0.002827521206409048
[the, exact]	2.0	4.71253534401508E-4
[the, one]	1.0	2.35626767200754E-4
[the, use]	2.0	4.71253534401508E-4
[the, development]	10.0	0.00235626767200754
[the, hormone]	1.0	2.35626767200754E-4
[the, cause]	1.0	2.35626767200754E-4
[the, formation]	1.0	2.35626767200754E-4
[the, start]	1.0	2.35626767200754E-4
[the, datum]	2.0	4.71253534401508E-4
[the, think]	1.0	2.35626767200754E-4
[the, right]	1.0	2.35626767200754E-4
[the, christie]	1.0	2.35626767200754E-4
[the, hospital]	1.0	2.35626767200754E-4
[the, meeting]	1.0	2.35626767200754E-4
[the, treatment]	2.0	4.71253534401508E-4
[the, research]	4.0	9.42507068803016E-4
[the, need]	1.0	2.35626767200754E-4
[the, dana-farber]	1.0	2.35626767200754E-4
[the, american]	3.0	7.06880301602262E-4
[the, clinical]	2.0	4.71253534401508E-4
[the, best]	2.0	4.71253534401508E-4
[the, cell]	1.0	2.35626767200754E-4
[the, milk]	1.0	2.35626767200754E-4
[the, experimental]	2.0	4.71253534401508E-4
[the, technique]	1.0	2.35626767200754E-4
[the, cancerous]	1.0	2.35626767200754E-4
[the, test]	1.0	2.35626767200754E-4
[the, nipple]	1.0	2.35626767200754E-4
[the, lead]	1.0	2.35626767200754E-4
[the, journal]	3.0	7.06880301602262E-4
[the, meticulously]	1.0	2.35626767200754E-4
[the, kansas]	1.0	2.35626767200754E-4
[the, medical]	1.0	2.35626767200754E-4
[the, gene]	3.0	7.06880301602262E-4
[the, brca1]	2.0	4.71253534401508E-4
[the, disease]	12.0	0.002827521206409048
[the, university]	3.0	7.06880301602262E-4
[the, age]	1.0	2.35626767200754E-4
[the, united]	2.0	4.71253534401508E-4
[the, hypothesis]	1.0	2.35626767200754E-4
[the, pill]	1.0	2.35626767200754E-4
[the, genetic]	2.0	4.71253534401508E-4
[the, epidemiology]	1.0	2.35626767200754E-4
[the, magic]	1.0	2.35626767200754E-4
[the, power]	1.0	2.35626767200754E-4
[the, life]	1.0	2.35626767200754E-4
[the, effect]	2.0	4.71253534401508E-4
[the, nhri]	2.0	4.71253534401508E-4
[the, two]	4.0	9.42507068803016E-4
[the, sr-13668]	1.0	2.35626767200754E-4
[the, sr-16158]	1.0	2.35626767200754E-4
[the, official]	1.0	2.35626767200754E-4
[the, growth]	2.0	4.71253534401508E-4
[the, next]	1.0	2.35626767200754E-4
[the, akt]	1.0	2.35626767200754E-4
[the, oncogene]	1.0	2.35626767200754E-4
[the, malignant]	1.0	2.35626767200754E-4
[the, market]	1.0	2.35626767200754E-4
[the, earliest]	1.0	2.35626767200754E-4
[the, ability]	2.0	4.71253534401508E-4
[the, columbia]	1.0	2.35626767200754E-4
[the, jan.]	1.0	2.35626767200754E-4
[the, system]	1.0	2.35626767200754E-4
[the, integrity]	1.0	2.35626767200754E-4
[the, genome]	1.0	2.35626767200754E-4
[the, accumulation]	1.0	2.35626767200754E-4
[the, nucleotide]	1.0	2.35626767200754E-4
[the, sister]	2.0	4.71253534401508E-4
[the, control]	1.0	2.35626767200754E-4
[the, poorest]	1.0	2.35626767200754E-4
[the, highest]	1.0	2.35626767200754E-4
[the, scientific]	1.0	2.35626767200754E-4
[the, heart]	4.0	9.42507068803016E-4
[the, 1960]	1.0	2.35626767200754E-4
[the, 1970]	1.0	2.35626767200754E-4
[the, past]	2.0	4.71253534401508E-4
[the, follow-up]	1.0	2.35626767200754E-4
[the, improvement]	1.0	2.35626767200754E-4
[the, position]	1.0	2.35626767200754E-4
[the, odds]	1.0	2.35626767200754E-4
[the, '60]	1.0	2.35626767200754E-4
[the, record]	1.0	2.35626767200754E-4
[the, left]	2.0	4.71253534401508E-4
[the, death]	2.0	4.71253534401508E-4
[the, 1980s]	1.0	2.35626767200754E-4
[the, decade]	1.0	2.35626767200754E-4
[the, team]	1.0	2.35626767200754E-4
[the, mediterranean]	1.0	2.35626767200754E-4
[the, level]	1.0	2.35626767200754E-4
[the, her-2]	1.0	2.35626767200754E-4
[the, january]	1.0	2.35626767200754E-4
[the, molecular]	1.0	2.35626767200754E-4
[the, expression]	2.0	4.71253534401508E-4
[the, sensitize]	1.0	2.35626767200754E-4
[the, efficacy]	1.0	2.35626767200754E-4
[the, evanston]	1.0	2.35626767200754E-4
[the, thyroid]	3.0	7.06880301602262E-4
[the, condition]	1.0	2.35626767200754E-4
[the, form]	1.0	2.35626767200754E-4
[the, hormone-sensitive]	1.0	2.35626767200754E-4
[the, environment]	1.0	2.35626767200754E-4
[the, body]	1.0	2.35626767200754E-4
[the, front]	1.0	2.35626767200754E-4
[the, neck]	1.0	2.35626767200754E-4
[the, problem]	1.0	2.35626767200754E-4
[the, immune]	1.0	2.35626767200754E-4
[the, online]	1.0	2.35626767200754E-4
[the, possibility]	1.0	2.35626767200754E-4
[the, netherlands]	2.0	4.71253534401508E-4
[the, signature]	2.0	4.71253534401508E-4
[the, british]	1.0	2.35626767200754E-4
[the, lancet]	1.0	2.35626767200754E-4
[the, erasmus]	1.0	2.35626767200754E-4
[the, largest]	2.0	4.71253534401508E-4
[the, propose]	1.0	2.35626767200754E-4
[the, moment]	1.0	2.35626767200754E-4
[the, common]	1.0	2.35626767200754E-4
[the, environmental]	1.0	2.35626767200754E-4
[the, government]	1.0	2.35626767200754E-4
[the, same]	1.0	2.35626767200754E-4
[the, truth]	1.0	2.35626767200754E-4
[the, second]	1.0	2.35626767200754E-4
[the, centers]	1.0	2.35626767200754E-4
[the, few]	1.0	2.35626767200754E-4
[the, majority]	1.0	2.35626767200754E-4
[latest, finding]	1.0	2.35626767200754E-4
[latest, study]	1.0	2.35626767200754E-4
[finding, as]	1.0	2.35626767200754E-4
[finding, report]	1.0	2.35626767200754E-4
[finding, from]	1.0	2.35626767200754E-4
[finding, be]	1.0	2.35626767200754E-4
[finding, should]	1.0	2.35626767200754E-4
[finding, and]	1.0	2.35626767200754E-4
[finding, go]	1.0	2.35626767200754E-4
[finding, at]	1.0	2.35626767200754E-4
[finding, underpin]	1.0	2.35626767200754E-4
[from, a]	2.0	4.71253534401508E-4
[from, patient]	1.0	2.35626767200754E-4
[from, the]	2.0	4.71253534401508E-4
[from, have]	1.0	2.35626767200754E-4
[from, use]	1.0	2.35626767200754E-4
[from, blood]	1.0	2.35626767200754E-4
[from, three]	1.0	2.35626767200754E-4
[from, milk]	2.0	4.71253534401508E-4
[from, university]	1.0	2.35626767200754E-4
[from, now]	1.0	2.35626767200754E-4
[from, pair]	1.0	2.35626767200754E-4
[from, heart]	1.0	2.35626767200754E-4
[from, 1973]	1.0	2.35626767200754E-4
[large, international]	1.0	2.35626767200754E-4
[large, study]	1.0	2.35626767200754E-4
[international, study]	1.0	2.35626767200754E-4
[study, of]	2.0	4.71253534401508E-4
[study, the]	1.0	2.35626767200754E-4
[study, also]	1.0	2.35626767200754E-4
[study, find]	1.0	2.35626767200754E-4
[study, that]	8.0	0.001885014137606032
[study, will]	2.0	4.71253534401508E-4
[study, in]	1.0	2.35626767200754E-4
[study, have]	2.0	4.71253534401508E-4
[study, be]	7.0	0.001649387370405278
[study, woman]	1.0	2.35626767200754E-4
[study, by]	1.0	2.35626767200754E-4
[study, and]	1.0	2.35626767200754E-4
[study, on]	1.0	2.35626767200754E-4
[study, whether]	1.0	2.35626767200754E-4
[study, involve]	1.0	2.35626767200754E-4
[study, out]	2.0	4.71253534401508E-4
[study, 's]	4.0	9.42507068803016E-4
[study, what]	1.0	2.35626767200754E-4
[study, lead]	1.0	2.35626767200754E-4
[study, suggest]	1.0	2.35626767200754E-4
[study, conduct]	1.0	2.35626767200754E-4
[study, sister]	1.0	2.35626767200754E-4
[study, spotlight]	1.0	2.35626767200754E-4
[also, find]	1.0	2.35626767200754E-4
[also, know]	1.0	2.35626767200754E-4
[also, suggest]	1.0	2.35626767200754E-4
[also, identify]	1.0	2.35626767200754E-4
[also, expose]	1.0	2.35626767200754E-4
[also, apparently]	2.0	4.71253534401508E-4
[find, a]	1.0	2.35626767200754E-4
[find, the]	3.0	7.06880301602262E-4
[find, that]	10.0	0.00235626767200754
[find, in]	2.0	4.71253534401508E-4
[find, it]	1.0	2.35626767200754E-4
[find, those]	1.0	2.35626767200754E-4
[find, among]	1.0	2.35626767200754E-4
[find, similar]	1.0	2.35626767200754E-4
[that, a]	1.0	2.35626767200754E-4
[that, show]	2.0	4.71253534401508E-4
[that, many]	1.0	2.35626767200754E-4
[that, researcher]	4.0	9.42507068803016E-4
[that, the]	22.0	0.0051837888784165885
[that, find]	1.0	2.35626767200754E-4
